,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11
Caremean,0.02103471591048199,0.0005459963101268029,-0.007018848628631686,0.013811072174572067,0.012572664597747595,0.00414470440107543,0.0016590633055027968,0.0022342691718520405,0.0005860360811264499,-0.007611284883505495,0.0032280652619783327,-0.012985810546639083,-0.0016622920176155927,-0.004038976650164884,0.013800029109040561,0.01089792154575586,-0.005647159037659621,0.021420073177045793,0.0011124381307966013,0.005704205984757983,0.007696329510426285,0.008556971161937248,-8.181514950377626e-05,0.012218743957886188,0.0021105473377115965,0.0029503362631834846,0.010236468845602248,-0.003404683518510513,0.004505339387515151,0.007957284144283441,0.004164004449002852,0.01132331437866762,-0.012567582717211258,-0.00442797367461661,0.00486390906479033,-0.007024567693215312,-0.008209501467600794,-0.01744116477857588,0.00014844902211087882,0.0001228513201790389,0.004717813791011527,0.007855817141242923,-0.01203158526243108,-0.005009705985894409,0.006771434845309605,-0.00639909059200083,0.0011511016002079117,0.005797134614599257,0.00312172949036792,-0.0016757624387655277,-0.01842359106279487,0.009873998125166235,-0.00231292660933524,0.0011717748401875985,-0.008949369292490255,0.007303610817165435,0.0007579027524816873,0.002601097545981019,-0.00965780105049683,0.0014860202926720845,0.00824764959001392,0.016234749552971797,-0.0042307437637787455,-0.007318364294396613,0.006674850652213516,0.003619795880929881,0.01416541691884228,0.0038921084928426894,-0.01058933844286182,0.0012372713952251378,0.004969474113378673,0.002206497892091029,-0.004204695105074145,0.007849998583334865,-0.0070297932188799215,-0.0028437418434052925,0.001191797612456287,0.008810423280341114,-0.004522264712708547,0.007891013852377447,-0.004634124393460639,0.0026690860431908586,-0.012608913077330667,-0.008893490978105479,-0.00125978782385528,-0.000743072897369728,-0.006559298845622164,-0.005056109675560782,-0.004036505883227292,-0.00617698070982891,-0.019287841175986215,0.005792740636241307,-0.01511387892268909,0.013702101502282116,0.0059829563745964764,0.002158464226382397,0.007115252125054269,-0.0006230224537366687,-0.017034062733669197,-0.018807038864835052,0.01479268203626377,0.007457444590863358,-0.0020837743249486292,-0.0008287399806050475,-5.590188932547345e-05,-0.002592997595180909,-0.005791350113373252
Carese,0.019742856167000816,0.01936299518026671,0.006717369155698529,0.0066227724298108664,0.006428908590457031,0.00625160548633254,0.005912708804862037,0.006342947171503874,0.007515592354035127,0.006805217797774237,0.006794553891448386,0.006413464639976962,0.006340149743946237,0.0064802623728326065,0.009290922986094704,0.006578014296527664,0.011232932229269821,0.006032231442346586,0.005352361140199421,0.006361711210913019,0.008041054820113842,0.007134425809388589,0.005976616676841166,0.0064536844959907505,0.006456703454445296,0.006048080458721215,0.005329845641976868,0.007579404469967637,0.0055932155811755785,0.008986155906543471,0.007195255790319005,0.008140683786160138,0.008928186828677005,0.006690678658068909,0.005938150722408067,0.005549907201957686,0.006455789751922278,0.007514850474984085,0.006913047008382762,0.005357714317339417,0.007009529962455199,0.006905224014200806,0.007260404175805323,0.007225536884067284,0.005945885277879594,0.006338820479664654,0.005822399154875033,0.007005654585397246,0.007802571665238289,0.007496950294346996,0.006791052008133719,0.006061125724437879,0.006110556569227749,0.0054394005628802455,0.006212709061176551,0.006042225363504951,0.0055373058462043715,0.0064111264802568235,0.005920000258071961,0.005514460078907004,0.007692387876846206,0.0067449228030248744,0.007097195610586294,0.006847387985965826,0.008885021246672365,0.00537498180548088,0.006355394481228845,0.006042337620707473,0.006593177819559068,0.00624465957773896,0.006697489902591686,0.006554452242721655,0.005373245584422104,0.006786032318385309,0.0060272728927039795,0.008386727927237192,0.007768558160391306,0.00827353589702873,0.00861905714003885,0.007285915902769006,0.007165431341284557,0.00869227901470945,0.007240859843788339,0.007586485744880904,0.008593504957415878,0.006726868330991738,0.005431911731282281,0.007704630936048598,0.0077872776628395346,0.007667126455675231,0.007696380862488112,0.008153055649889078,0.007780639642852974,0.007206643611878378,0.0071607455194812215,0.00561269968328358,0.006808294056272362,0.008702712058194338,0.008494586075077897,0.007419149394494608,0.013941760271953757,0.009616973694102587,0.013713859842355198,0.007561717672882623,0.00740006734017483,0.008002367462900298,0.00854361217067617
Fairnessmean,-0.03263681535193042,-0.013985919318581036,-0.011624367463752328,0.004630134322981997,-0.011520416483421014,-0.011015776586194436,-0.009304848884352006,-0.002532207780161423,0.0013754579922101678,0.0011357985313559817,0.0034328101603299218,-0.0002097562737378542,0.00016797008117377753,0.0007462631092408712,0.016749238896408444,0.019365210803517312,0.0061736646984444895,-0.015518405787911922,-0.011377243757867327,0.0025210248378006186,-0.015108779804917311,0.011229951609811654,0.02121861214718266,0.00010697401241119697,-0.010127833675350376,-0.002653792361195357,-0.013010726307850067,0.020101664314942733,0.0032369723795029927,-0.012358385459206467,-0.010463093043033467,-0.02979430605130855,-0.019088797538514793,-0.007383666584340751,0.010559590087417381,-0.004028225011235569,0.006095025048644085,0.0035911276532954797,0.008484368156636434,0.0012502679361408998,0.01701913803483281,0.007593802478056104,0.003999054928862,0.007516084537834462,0.00141261765368091,-0.008547002463427392,-0.00877096429255975,0.01008936119404225,0.016778784103540785,0.017092923581514513,-0.020409961443192143,-0.0002475533509544311,-0.0055181526185005035,0.013780501140045316,0.008760110454613904,0.0010780290720757827,0.024205760939903457,0.0025553560886349613,-0.004204811184386075,-0.011676434586081091,-3.564877251175473e-05,0.00635350490616841,0.02902042908894209,-0.008564692003019113,-0.015411125584030346,0.006580830765269378,0.012707853061012138,-0.005003086774814075,0.012583974228473778,0.0053003990593325015,0.007981538630035543,-0.007211423621605327,0.005725091152277384,0.0064724082015497455,-0.005808872196507159,0.00428400542318499,-0.010793254563977955,-0.009915829284133381,0.01114269644641081,0.01138371649462469,0.0020743430520815762,-0.00027853915153685003,-0.014732460819273851,0.011394663157744164,0.0361685467911396,0.006297158151427394,-0.008506925128686742,0.012931039348496364,-0.001479323414758164,-0.022356945512646484,-0.007196522943827932,-0.017468291900710826,-0.011707710900844232,-0.00027140545523180945,0.0032911111868136576,0.002257171765304432,-0.013165481040583547,0.010694167315841954,-0.0035353462159665983,-0.01521291530748756,0.006318098999195707,-0.010217498752879754,-0.01719752924929502,0.00038453563471255284,0.017169644283356125,-0.004982499875828662,-0.0004890814067099229
Fairnessse,0.019116255080485516,0.04744816238839241,0.007487206144531704,0.008613220425127497,0.008876773067045447,0.010234163644133421,0.008271009734881311,0.011033755043006264,0.011317412353599798,0.009381434760427207,0.008023373080607401,0.009480793130427321,0.014305659652477588,0.010159990815270824,0.007676863249352177,0.008489289727834479,0.020510998635103833,0.008828466272830947,0.009120453703180277,0.017075352431057022,0.007636381296922053,0.01031995493363284,0.012936994570560042,0.008678710824543733,0.009461133024408142,0.010520076209490825,0.010016112253274301,0.01139098005361718,0.006967455550813379,0.009413563047596106,0.009025530427131731,0.013838866458941786,0.009969856361542207,0.011617405658671604,0.009215748363422127,0.010223202400529667,0.01025009052477595,0.009821596718748972,0.008287547108452998,0.008427947245635116,0.008689306320583555,0.009177615109604362,0.010234534112409273,0.006960207787958513,0.008577931412837157,0.0077993617017823565,0.009597141539522973,0.010634387485814288,0.011207891420642754,0.008511837255821024,0.011967150721909446,0.010863998666662905,0.010067596468662496,0.008420249148695658,0.00796417679996331,0.008316200835076105,0.0070548686408529095,0.0076005180510224455,0.006657537402643128,0.007543078977057875,0.010450786531855008,0.009245611631553541,0.008480317735910648,0.009186967586662001,0.009113575187008597,0.008522222832896444,0.008780997301089923,0.008837486522543143,0.00757848648635128,0.007636590897591387,0.006605500139923636,0.011843331427033933,0.0090600527421795,0.011065625821479156,0.008359966735248667,0.014141405216748523,0.00899592977917577,0.01200746575341756,0.00856157567291823,0.01303711152640955,0.01071993398631155,0.012798745407563648,0.011138352833956651,0.00935314797125617,0.008659687761986425,0.008443246041770547,0.011057983494645483,0.009789470444079858,0.008543030893271764,0.010114505747734192,0.00996301110932512,0.008099964880912401,0.011752846620862758,0.010399819025918291,0.01113491087731277,0.008484655038926283,0.01253155789472675,0.013212273340557953,0.01324754521838168,0.010161278503533152,0.025214949212922548,0.018217259815963623,0.0161398638287606,0.011690267073809376,0.012992755237206333,0.014764645462158353,0.01764972150065381
Ingroupmean,0.012222826959608711,-0.015237456899325184,0.0009780414520872756,0.008801418532495425,0.00715051047844712,0.0008209367648461391,0.005919987268906148,-0.005927254267937932,-0.0062858523659690595,0.0038702325767775206,-0.008018935732279017,-0.003261930188808036,0.00032421128124273063,-0.006695856559643155,-0.0008152081861035159,0.0032137755702398986,0.013788873231182197,0.003001885319776709,-0.004445766732501918,-0.0038884033719157043,0.006726517926818056,0.0014439092474808394,0.00011525661392287331,-0.014044161081434334,-0.0028028311156241305,-0.0033104449839990134,-0.009740888529825723,0.009725813713877922,0.004064960448216932,0.001481910828168362,-0.007223140557212772,0.005505853131710663,-0.008571826285372123,-0.0031570687312794513,-0.001229649525578494,0.002757592952101678,-0.00023962530048158285,-0.010122582796734374,0.006527884656649111,0.004833191725156661,0.0007050984934916335,0.0047564904122523385,0.005894092408425837,-0.004177707668017019,0.006496687821265786,-0.001122178222804728,0.00280783851334039,0.00998066779978844,0.004134697984483304,0.0034908217872383065,0.011435231272269903,0.005527731528706603,-0.001983707795715491,0.009804953190043415,-0.0069267977279894085,0.000586903478788073,0.011012662255883113,-0.002603355085215028,-0.0045319537424785075,-0.0046314686004795295,-0.004251971068015007,-0.003902144619966626,0.003572569695342662,-0.005678640876635802,-3.887543072175719e-06,-0.002173803290330894,0.012093726198692626,0.00599411526597763,0.001848052186549,0.005899609321387227,0.0005676441902060304,-0.007062844550754818,0.001675730971790988,-0.010109594923128733,-0.0019524606182081635,0.006622562103814082,-0.0012584437458431495,0.0008901269122998654,-0.0041668941233353775,0.0006762783454508825,-0.00016467023585513786,-0.0033237981333309723,-0.006526107496784629,0.004869543739962819,0.013511336780519308,0.008288437766773179,-0.011518112825294621,-0.004425252418869272,0.0004285973854344191,0.003362911401951039,0.018576444916252027,0.004060919780656817,-0.0015694131576466366,0.004749726797476627,-0.0023822592354999696,-0.0107069437307722,-0.00011673366042364268,-0.0049947692165382305,-0.01864024518671037,-0.010710930539681933,-0.006306754223506197,-0.003207732679071968,-0.009473758294271698,-0.00469959160633802,0.0012611774034003436,-0.013654170630018997,-0.01490579601624088
Ingroupse,0.016738968049412436,0.018247051119624536,0.005979202812575483,0.004989354247242985,0.0059541014196535305,0.006525933716057691,0.005990051138741328,0.006429198378591301,0.0062130171935901365,0.005122341715809259,0.005011427064515345,0.005805651827633423,0.0066585797159186295,0.005886401139378368,0.0084739418085119,0.007240908589030579,0.010709583957058684,0.006544370002684262,0.005984006722783123,0.007670519710467222,0.006930373884208654,0.005793622622358005,0.005973484629102115,0.006351459119559398,0.006592388148256778,0.006497135373350331,0.005735928887918907,0.006647322238057645,0.00397140723012735,0.006631940199679008,0.005658351350647866,0.008083110774719713,0.0066864738895088885,0.006449141025477591,0.0058152083018990774,0.005961886410796116,0.006338754793405051,0.007977752313812671,0.006094670254844447,0.004910332948134113,0.006167323995322788,0.006256470034948346,0.006050870840855931,0.005795517577832708,0.006287532818562889,0.005322419544016834,0.006234677449193821,0.007456373667344236,0.007893526996742022,0.006072107878547082,0.006742170371964102,0.006880176644094677,0.006899072736226255,0.005246328395406206,0.0055570919549895355,0.00544241508704518,0.005821985969501262,0.005940179967170793,0.005958714227723211,0.005235416162423645,0.005914089205959004,0.006643948935975352,0.006266481379325077,0.0065457822297516005,0.007020967425283543,0.005758211655132114,0.005398738154971069,0.004871424354673465,0.006159337387726352,0.005400628799061651,0.006307131892965055,0.005103851280130697,0.0056482608726336585,0.006144475411645818,0.005652553139417412,0.007650877894836974,0.006982609472806294,0.005492678729493832,0.00677616832936788,0.0070879177210485655,0.00762643346993,0.007145495138322429,0.0068718461300623195,0.006785665189135951,0.008767529855793403,0.006640631833027037,0.004886811963716378,0.006072222802037292,0.00840396584753914,0.00658225046074485,0.006589217906246494,0.007035320225468116,0.007452801143218874,0.006017292741315171,0.005901598273692392,0.005569551167952906,0.007006979816571346,0.007167262428377825,0.007828279330263404,0.005856553658471074,0.014604768301203167,0.009000905123927259,0.011243315809815685,0.007141305580051619,0.006283359541448555,0.008088597334470954,0.007582036559739414
Authoritymean,0.0293746221501631,0.003757982806173109,0.0005940941531789436,-0.0017126304934707653,0.005348209550896523,0.013561203260612088,-0.0038032289299249184,0.008249097467988898,-0.006824923684253967,-0.0003432821635633546,-0.0019374761378970111,-0.002331476509638837,-0.011853497969324825,0.003131528527564252,0.007272692019300582,0.014018938923871817,0.01125993567360719,0.0002284518064342892,-0.003746447286669601,0.004338320452356631,-0.006096696016545393,0.017963973635978882,-0.0028239924662641176,-0.00519792367029813,-0.005732187034552333,-0.0005504645286994578,0.012375937020537187,-0.0021089505568008837,-0.003751923637704159,-0.003109350233989576,0.0012926547509092409,-0.0098967869760911,-0.013531841878014553,-0.0026355441576920526,0.00284184050622992,-0.0011590490536835848,0.003193069861275256,-0.008232575195681302,-0.003941882741247428,0.0027771434422983773,-0.002102981715011001,0.0011826719647461163,-0.012058527402430078,-0.006189422783765509,-0.004725128172950179,0.002677042201208071,0.0037354230129907507,0.001784646268191353,0.004734183694779189,0.0020211161187451733,-0.0010461875445080162,0.0057464783457180915,0.0004254686413082948,0.020577223506854515,-0.009282496749927654,-0.0019267688684590583,0.010339281675896959,-0.0030151115767516673,-0.00019336116221488448,-0.013882997920173251,0.00034993416256343243,0.000963174299043699,-0.006724347113737723,-0.00286566564312732,0.0023081790974899246,-0.004206697987611437,0.0013436442182653884,0.005178734072118807,-0.0025484577774123798,0.00313789051141571,0.006537060113308083,-0.004977147079077879,0.0005143844534646766,0.001226346445564282,-0.012714896597838646,-0.014195038346859477,0.00042751830069759193,-0.004961663895272161,0.011354389672852072,-0.0013976212057006255,0.004106894469295072,-0.006014864009425634,-0.022612051254273395,0.007029785124289446,-0.0062825158927877316,0.0070556355421900535,-0.008395853593931121,0.008048656735230286,-0.010820075280253588,0.005778531570476983,-0.01039703721780749,-0.0043101606855218185,0.013997725518866166,0.013825848672280356,0.00448086302403963,0.004704052778955636,0.0003427187218559731,0.002046075063571432,-0.0033142386829583164,-0.005190170685976466,-0.009934958639697298,-0.010939769801132771,0.017207123719705595,-0.0051258196484931465,-0.0016454629061431448,-0.009498583538899734,-0.004846603654939612
Authorityse,0.016357093899533205,0.017335935266476196,0.005103205596263607,0.005601765776396796,0.005274664699570102,0.005168060530314885,0.004749081241021978,0.005309066152461418,0.005929403625251315,0.0052710704178994565,0.005794380412252079,0.005619387521167489,0.0060536907839456,0.005571271923747794,0.006207002202510484,0.006285527460901845,0.007953054968219415,0.006147954977266774,0.005520895153241908,0.006329589029218264,0.005109298677004515,0.005148263994606692,0.005757876854037042,0.006567438315517466,0.00538073119713442,0.0059055988679991055,0.0060363929938771635,0.0057027031617195335,0.00438400408436823,0.006064860916377593,0.005452018739010343,0.007641193925227688,0.006827823716635263,0.006605565940812603,0.00564662418019435,0.005239544378329388,0.006646241332264792,0.0053291108199142135,0.005817460975177681,0.0052849168509919555,0.006894301176695233,0.005699242415521473,0.005942049006964079,0.005555646778446995,0.006121333792021286,0.00558040057018432,0.005413661174286355,0.006848657799097644,0.006334594505717895,0.006143131214993379,0.005307885816847798,0.00581810607412602,0.005487103265509304,0.005239634862758482,0.005203366456373373,0.005774407979672626,0.005059656202176411,0.004825117376867963,0.0047405364173810065,0.005087066959570573,0.0061427142613739,0.005842962441992,0.005123370719786611,0.006142390352530411,0.007372138001042363,0.004819286024900425,0.005777679953412479,0.0055542185665342775,0.005493713743753557,0.0051849476988240105,0.004513333385977833,0.005364690811920042,0.005299799874082541,0.006024208699128684,0.0057125708508392195,0.007012903492804528,0.005794731715593048,0.0064631207806407475,0.005780681539627217,0.0072375930947640435,0.00665557829755963,0.007981872182804647,0.005727477741800655,0.005743266988192939,0.008017034135703855,0.0071715114280345455,0.004923992568091333,0.005895853252889443,0.006412027068113847,0.006428320364402745,0.006380079806493773,0.006699570861660121,0.006374375646608343,0.005740707407723336,0.006386441885300182,0.005013154672446277,0.006287065302818918,0.00823505402119868,0.007734129478811457,0.005367873270624744,0.011262417613984435,0.008605315051546773,0.00978926239352762,0.007399178951707244,0.00580542459050666,0.008046019697770518,0.00750911928922088
Puritymean,0.027965316119422275,-0.0059056794889005585,0.0035157207412918937,-0.010099268631377108,0.01645273964852112,0.0007333483253939145,0.009015240285988862,0.008411539340619527,0.013865360533801854,-0.015885671444703424,0.005547247268278383,-0.00028482467044774304,0.00669834552318848,-0.005229523927996988,0.020564956835554433,0.0219331505160238,-0.016341989957028676,-0.0005114093798088756,-0.012709414694374335,0.006879856122632849,0.0057046136189075405,-0.0014973307846678405,0.004043524541798357,-0.005358577548523443,0.00573127873497073,0.00726918119646718,-0.006310096199495357,-0.0022263925880050056,-0.0016978865963679687,-0.00424474575386776,-0.019119320758110715,0.00019972705237860728,-0.012052288027469065,-0.014156729830151872,0.021428675028318342,0.002401871412361527,0.00855639041033475,-0.0004743944497218578,0.009335018572571118,-0.0025689627638457698,0.02157683195774132,0.012382663428586228,-0.009428240283220514,0.013587289736684476,0.001702146620472103,0.013457110526094041,-0.004706860519656396,-0.007071824085731523,0.012853349574892496,0.008077694272914078,-0.01651857944811774,0.00011273737862752232,-0.021241876415126863,0.0028132196530325174,-0.02225748548434608,0.006787386649434702,0.006357788081477448,0.0008300797980142321,0.0023047057006032167,-0.01533942796020688,-0.005167254181933724,-0.022634292856757523,-0.005564798108935237,-0.019464178093064156,0.0033245251110395743,-0.007630432127711249,-0.004722181259544626,-0.014863216548731161,-0.0006644978390452395,0.0025443370115404203,-0.0012539872567468365,0.0016344393839753672,0.005829280504509453,-0.0031747787603591494,-0.0087826680618437,-0.022292451401657153,0.013949453863538705,0.00855855069786128,0.00474503946724172,-0.0007770073736998331,0.007326713752146876,-0.0028924041087474974,-0.01650818118703008,-0.001299090319870019,0.009881545776203059,-0.0034344292015128465,0.00727717135397593,0.0026705122416261834,-0.011548538753793424,-0.0013709413350628673,0.00016508160115963702,-0.00821365246824574,0.002074583995913351,0.006242418657965514,0.014270391290991757,0.016280081370486532,0.00029642376403192126,-0.012633544985536935,0.00019583913384117052,-0.013164441083355074,0.004722875570208648,0.017745550792590766,0.009467985609946964,-0.0037540628688433842,0.026886103008876977,-0.011561305757748235,0.010676818880904701
Purityse,0.01937162792961448,0.03906057841263813,0.006663828252856378,0.007796325242260192,0.00960689413257914,0.00875556699434484,0.007135226329796412,0.006659382499207056,0.009221044285888309,0.006698649635203311,0.007519035130346508,0.008910225983569109,0.011058965833124714,0.009966095683029147,0.012812570305174426,0.01149076281906032,0.019480593827820965,0.00892087255805258,0.008454705992836204,0.012296356789020576,0.011680373446473716,0.007950376076803576,0.008629148616130754,0.009768452275951509,0.009280126722760166,0.01302949175189543,0.011095487596411996,0.01184685145190218,0.005946047414647803,0.011789494545951074,0.011699677437262067,0.011683661979714363,0.01804598157461162,0.006777523166374469,0.007477898839210983,0.006205713602158734,0.00866261437402007,0.009923346485667518,0.008323412101414459,0.007251685669353294,0.01014652313932507,0.006060206662050801,0.010688911485819923,0.009160511314106716,0.008447656693421493,0.008071589640749813,0.008375871635330111,0.010542770804245101,0.010354363021193008,0.009939751272637359,0.009424592550608705,0.006993013233635567,0.009245963176572511,0.009051347606098025,0.007092514190576697,0.008400239707772561,0.00833422373209752,0.00713813593018514,0.007830709149184021,0.007745106452851601,0.009964271548232593,0.008148774713130793,0.009317378287438755,0.010595185944397392,0.010449113816033377,0.008524627047208012,0.010375642102501954,0.008197289937151882,0.009322023167368102,0.007867624161817618,0.007636905076806939,0.007472287864351582,0.007146809791073637,0.008165776531098765,0.01018132666209631,0.011445031551192095,0.010288520339543444,0.008959647018026666,0.007930415610841708,0.01202591263401985,0.01091248480969621,0.01442586262758789,0.013920209171288079,0.009656083013655547,0.0129345109932909,0.011234206796937632,0.00839625745691183,0.009847263614131345,0.011468486894875533,0.011744756797260406,0.010715247853506712,0.010249903469442736,0.012063530638902413,0.00887128173690523,0.009936758094765822,0.009409126040617832,0.01358347396391889,0.021039409958300226,0.015334999635638733,0.006512732048731986,0.01244756882154559,0.020500559550380697,0.013921373117281014,0.010774092910278671,0.007683547435663816,0.014042035157998532,0.009612293146959577
